iter	Logloss
402	0.3858807969
403	0.3853041505
404	0.3852819939
405	0.3847683946
406	0.3843190441
407	0.383988498
408	0.3837214431
409	0.3835191596
410	0.3833525671
411	0.3831461031
412	0.3827851439
413	0.3825276519
414	0.3820109694
415	0.3818585121
416	0.3815677068
417	0.3814282613
418	0.3813279034
419	0.3808252256
420	0.380535596
421	0.3802351756
422	0.3800412269
423	0.3797484881
424	0.3795855013
425	0.3794388706
426	0.378883806
427	0.3786795629
428	0.378365791
429	0.3780400524
430	0.3776102719
431	0.3774007249
432	0.3771160596
433	0.3769945641
434	0.3767959386
435	0.3765106462
436	0.3764074143
437	0.376136205
438	0.376094191
439	0.3756508239
440	0.375432733
441	0.3751410915
442	0.3749603376
443	0.3748448777
444	0.3744310353
445	0.3741588331
446	0.3738541799
447	0.3735261682
448	0.3733120748
449	0.3729480848
450	0.3729325386
451	0.3726288782
452	0.3724042292
453	0.3722039053
454	0.3717698659
455	0.3714937707
456	0.371274922
457	0.3710714628
458	0.370932357
459	0.370705696
460	0.370495757
461	0.3702192437
462	0.3699046618
463	0.3697475799
464	0.369465031
465	0.369169601
466	0.368939857
467	0.3687504285
468	0.3687213741
469	0.3684363692
470	0.3681171365
471	0.368114785
472	0.367798766
473	0.3677854146
474	0.3675203193
475	0.3671155694
476	0.3669690955
477	0.3666954563
478	0.3664718001
479	0.3663717296
480	0.3660304448
481	0.3658359998
482	0.3656561865
483	0.3654430337
484	0.3651504778
485	0.3649949897
486	0.3648239815
487	0.364573544
488	0.3642347414
489	0.3637117098
490	0.3634343082
491	0.3632942618
492	0.363109458
493	0.3628598566
494	0.3627899118
495	0.3623533118
496	0.3621653727
497	0.361910415
498	0.3616874381
499	0.3613543053
500	0.36108921
501	0.3607694547
502	0.3607091512
503	0.3605123807
504	0.3603846929
505	0.3601019089
506	0.3600964742
507	0.3596947291
508	0.3594281967
509	0.3590485037
510	0.3588677498
511	0.3586983354
512	0.358445677
513	0.3582251562
514	0.3578752492
515	0.3575214229
516	0.3572716386
517	0.3572404417
518	0.3569603489
519	0.3567235764
520	0.356525604
521	0.3563811158
522	0.356257922
523	0.3561956327
524	0.3561384123
525	0.3560787358
526	0.3558519181
527	0.3555090133
528	0.3551580089
529	0.354722428
530	0.354329279
531	0.3542675384
532	0.3539959372
533	0.3536268522
534	0.3535579525
535	0.3535240905
536	0.3534158681
537	0.3533244982
538	0.3531246447
539	0.352977622
540	0.3526977121
541	0.3523549642
542	0.3520054752
543	0.3518911649
544	0.3517722561
545	0.3515422769
546	0.3514725672
547	0.3512765283
548	0.3509715616
549	0.3505667595
550	0.3503377732
551	0.3501487889
552	0.3497863665
553	0.3494860505
554	0.3493225934
555	0.3490049023
556	0.3486904771
557	0.34863148
558	0.3483663063
559	0.3481155291
560	0.3479778865
561	0.3477200025
562	0.3476671715
563	0.3471985386
564	0.346914213
565	0.3465799828
566	0.3463778039
567	0.3460052177
568	0.3456951821
569	0.3453705148
570	0.3453474698
571	0.3450937924
572	0.3449053307
573	0.3445598393
574	0.3444364365
575	0.3441558733
576	0.3440294396
577	0.3438838802
578	0.3437408552
579	0.3435795405
580	0.3435754123
581	0.3433604828
582	0.3432584005
583	0.3430311386
584	0.3428081094
585	0.3428056273
586	0.3426637519
587	0.3424800716
588	0.3422600211
589	0.342042113
590	0.3417731507
591	0.3414554857
592	0.3413188098
593	0.3411889011
594	0.3410515459
595	0.3408677088
596	0.3407110449
597	0.3405185856
598	0.3401775883
599	0.3401158477
600	0.3397104185
601	0.3396489914
602	0.3392792532
603	0.3390124073
604	0.3387761051
605	0.338370702
606	0.3382776861
607	0.3379657693
608	0.3377802862
609	0.3374716876
610	0.3372191599
611	0.3370329191
612	0.33681684
613	0.336640972
614	0.3364547311
615	0.336155408
616	0.3359465142
617	0.3358627737
618	0.3356585568
619	0.3354599574
620	0.3351262498
621	0.334840879
622	0.3348008247
623	0.3347008849
624	0.3346452321
625	0.3344125878
626	0.3340631772
627	0.3339948785
628	0.3337801581
629	0.3336270215
630	0.3333337862
631	0.3331121157
632	0.3328327283
633	0.3326053097
634	0.3324479404
635	0.3321712964
636	0.3320205898
637	0.3317441548
638	0.3315626171
639	0.3314134781
640	0.3311187013
641	0.3308663825
642	0.330596349
643	0.3304757419
644	0.3302845367
645	0.3299639192
646	0.3296808217
647	0.3295527419
648	0.3292758367
649	0.3292632691
650	0.3290795365
651	0.3286082647
652	0.3284030549
653	0.3283106138
654	0.3282286239
655	0.3278234038
656	0.3277653995
657	0.3274875275
658	0.3272887452
659	0.3271415919
660	0.326937584
661	0.3266793865
662	0.32636794
663	0.3261956777
664	0.325994779
665	0.3256773753
666	0.3254468996
667	0.3252516969
668	0.3250996315
669	0.3250625036
670	0.3250400595
671	0.3247802682
672	0.3245651559
673	0.3242484315
674	0.3241062948
675	0.3239249138
676	0.3236317047
677	0.3234064546
678	0.3232577076
679	0.3230104577
680	0.3227997349
681	0.3225607153
682	0.322538193
683	0.3222797342
684	0.3220747595
685	0.3219107014
686	0.3216909121
687	0.3213613066
688	0.3211296813
689	0.3208957829
690	0.3207523398
691	0.320696687
692	0.3203911455
693	0.3201413351
694	0.320026659
695	0.3199247595
696	0.3198229646
697	0.3195622588
698	0.3194630244
699	0.3191990787
700	0.3190247784
701	0.3187236525
702	0.3185901642
703	0.3183910945
704	0.3182454566
705	0.3181664715
706	0.3181536949
707	0.3180297956
708	0.3177235747
709	0.3176113808
710	0.3174631302
711	0.317148496
712	0.3169037545
713	0.316572947
714	0.3164898859
715	0.3162484626
716	0.3159601656
717	0.3156618353
718	0.3153858185
719	0.3152911565
720	0.3151038183
721	0.3147641535
722	0.3145082552
723	0.3143600046
724	0.3140694083
725	0.3138713575
726	0.3137551922
727	0.3135702055
728	0.3134235748
729	0.3132600915
730	0.3132332057
731	0.3129641912
732	0.3127439316
733	0.3125324511
734	0.3124042929
735	0.3121695323
736	0.3119271683
737	0.311749811
738	0.3116523795
739	0.3115501926
740	0.3114047116
741	0.3111887893
742	0.3110834409
743	0.3109259409
744	0.3107019189
745	0.31043037
746	0.3103125324
747	0.3101640989
748	0.3099831882
749	0.3099085664
750	0.3097217508
7750	0.32668137227751	0.3265096847
752	0.3263254819
753	0.3261188873
754	0.3257089902
755	0.32565386
756	0.3253778954
757	0.3251773886
758	0.3250436913
759	0.3249861312
760	0.3247571449
761	0.3246592691
762	0.3245224626
763	0.3243467775
764	0.3239100731
765	0.3239075386
766	0.3237798769
767	0.3234128821
768	0.323133547
769	0.322952375
770	0.3227785711
771	0.3225609766
772	0.3221922574
773	0.3219410622
774	0.3216967648
775	0.3214253987
776	0.3209987275
777	0.3208261516
778	0.3206151152
779	0.3204836127
780	0.3203797014
781	0.3200971002
782	0.3199191943
783	0.3197034026
784	0.3194898057
785	0.3193077714
786	0.3191306754
787	0.319025719
788	0.3189717123
789	0.3185947889
790	0.318550136
791	0.3184057001
792	0.3180683606
793	0.3177688808
794	0.3176465492
795	0.3174223443
796	0.3173229009
797	0.3171128051
798	0.3170543305
799	0.316792057
800	0.316676388
801	0.3165561728
802	0.3164436915
803	0.3163198706
804	0.3159403344
805	0.3157655376
806	0.3155125657
807	0.3152920971
808	0.3152115966
809	0.3150912246
810	0.3150848493
811	0.3147888184
812	0.3146398884
813	0.3143400427
814	0.3141893883
815	0.3138755903
816	0.3137954294
817	0.3135535358
818	0.3132778324
819	0.3129854855
820	0.3128044181
821	0.3124805085
822	0.3124103807
823	0.3121998931
824	0.3119029999
825	0.311715531
826	0.3115379386
827	0.3112732874
828	0.3110519827
829	0.3107849539
830	0.3106318435
831	0.3105455163
832	0.3104432511
833	0.310312454
834	0.3102556255
835	0.3100367507
836	0.3099275093
837	0.3098479493
838	0.3094553751
839	0.309222339
840	0.3089184434
841	0.3086940295
842	0.3086532175
843	0.3084186397
844	0.3081000864
845	0.3077484026
846	0.3075189982
847	0.3072159388
848	0.3070324676
849	0.3068945898
850	0.3068614071
851	0.3066421666
852	0.3065186331
853	0.3062939056
854	0.305976319
855	0.3057224326
856	0.3057191143
857	0.3055278308
858	0.3053043313
859	0.3050879387
860	0.3049391916
861	0.3047588557
862	0.304536114
863	0.3043310087
864	0.3042177697
865	0.3040750843
866	0.3038311005
867	0.3038241504
868	0.3036295225
869	0.3034129731
870	0.303177716
871	0.302932269
872	0.3027532917
873	0.3025982478
874	0.3022861219
875	0.3020713754
876	0.3019674641
877	0.3018362228
878	0.3017473351
879	0.3015876143
880	0.3014121382
881	0.3012311491
882	0.301038324
883	0.3008702422
884	0.3007420056
885	0.3006302298
886	0.3004625921
887	0.3002499097
888	0.3001093407
889	0.2998932616
890	0.2998301362
891	0.2996741778
892	0.2995839315
893	0.2992789386
894	0.2991518256
895	0.2989390125
896	0.2987809116
897	0.2985672624
898	0.2984342706
899	0.2981916715
900	0.2980118059
901	0.2978643391
902	0.2975822867
903	0.2974484065
904	0.2971955652
905	0.2970497445
906	0.2969011803
907	0.2968129458
908	0.2966686928
909	0.2964790553
910	0.2963547903
911	0.2961398347
912	0.2960126171
913	0.2957883861
914	0.2955564734
915	0.2952752309
916	0.2951431274
917	0.2950343302
918	0.2948564503
919	0.2945104103
920	0.2943659743
921	0.2941459238
922	0.29381381
923	0.2936419396
924	0.2935216982
925	0.2933177687
926	0.2930645877
927	0.2929023847
928	0.292698612
929	0.2924824022
930	0.292256917
931	0.2920119926
932	0.2918049538
933	0.2916903561
934	0.2915860006
935	0.2913567791
936	0.2911553056
937	0.2909068016
938	0.2905899727
939	0.2903993162
940	0.2901700686
941	0.2898675318
942	0.2897089344
943	0.289536045
944	0.2893851816
945	0.2891933493
946	0.2890481818
947	0.288902335
948	0.2887014102
949	0.2885634017
950	0.2884236166
951	0.2882726225
952	0.2880379141
953	0.2878511768
954	0.2876501214
955	0.2874727119
956	0.2871638781
957	0.287050012
958	0.2868922769
959	0.2866621671
960	0.2865082205
961	0.286324906
962	0.286160874
963	0.2860343358
964	0.2857342028
965	0.2855382423
966	0.2853363246
967	0.2852080358
968	0.2849017888
969	0.2847523101
970	0.2846205202
971	0.2844941126
972	0.2843405057
973	0.2841179208
974	0.283951276
975	0.2837903271
976	0.2835912835
977	0.283427147
978	0.2833398009
979	0.2832031773
980	0.2830972802
981	0.2829708726
982	0.2827952137
983	0.2826775329
984	0.2825755028
985	0.2824015683
986	0.2822354983
987	0.2820442147
988	0.2818860354
989	0.2815942634
990	0.2813284364
991	0.2812200572
992	0.2811230176
993	0.280854395
994	0.2807217951
995	0.2805645825
996	0.2804696854
997	0.2803092068
998	0.2800997904
999	0.2799077491
8
9	0.2668284063
